gene_id	length	G10d1	G10d2	G15d1	G15d2	G5d1	G5d2	M10d1	M10d2	M15d1	M15d2	M5d1	M5d2
ENSG00000243539	275	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120949	3738	109	62	216	95	131	30	207	124	103	82	69	39
ENSG00000201135	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227875	255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	3766	3640	1572	5594	2786	5170	1057	9246	4959	5380	4903	3276	1724
ENSG00000263676	61	0	0	1	1	0	0	2	1	1	0	1	1
ENSG00000225196	316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252969	124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	20023	1823	878	1901	970	3142	673	1965	1202	1280	1215	1651	874
ENSG00000239149	152	6	0	0	2	6	1	5	3	1	1	2	2
ENSG00000229484	438	0	0	0	0	0	1	3	0	2	1	1	1
ENSG00000162496	3036	42	15	19	8	149	33	226	134	275	260	82	35
ENSG00000221340	101	0	1	0	0	1	0	0	0	1	1	0	0
ENSG00000276830	67	0	0	0	0	0	0	2	1	0	0	1	0
ENSG00000272482	345	1	0	0	0	3	3	0	0	0	0	1	1
ENSG00000204518	1575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226166	112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	4049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	4118	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	1786	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116721	2439	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000228338	378	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	1845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231103	1417	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000179172	1201	0	0	0	1	1	1	0	1	0	0	0	0
ENSG00000120952	1642	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	1828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	1525	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000204510	1660	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207434	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	1139	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	2170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274178	1450	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000274764	1863	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	2392	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000229571	2013	0	0	0	2	0	1	0	0	0	0	0	0
ENSG00000277058	1148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	1447	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000236179	891	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275774	1148	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000229978	1452	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204505	1863	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000279169	1035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279804	2104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250894	1371	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000270601	1720	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000231219	1068	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	1937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	1960	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000237700	1425	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000228229	384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	2301	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204480	1233	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	1578	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000204478	1597	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162494	2209	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259961	477	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215909	371	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	3707	1	0	0	0	0	1	2	0	0	0	0	1
ENSG00000222952	101	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237445	379	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253085	130	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000116731	10923	1517	692	1925	1017	2625	578	1224	717	928	868	1272	672
ENSG00000252151	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231606	282	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234593	764	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189337	12644	62	34	29	11	228	37	30	11	27	31	94	57
ENSG00000235829	326	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175147	7100	6	3	2	3	9	2	23	25	34	26	6	1
ENSG00000171729	2240	183	89	142	73	492	131	481	249	421	361	245	113
ENSG00000204464	559	0	0	0	0	2	2	2	0	4	0	2	1
ENSG00000215720	710	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278480	966	0	0	1	0	4	1	0	0	0	0	2	2
ENSG00000142621	12805	20	14	17	10	34	13	100	67	51	52	15	7
ENSG00000233485	3105	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000236045	727	0	0	0	0	0	0	0	2	1	0	0	0
ENSG00000228140	5178	9	4	25	11	7	3	3	2	3	7	4	4
ENSG00000142634	2531	5161	2297	6995	3383	11624	2286	5277	2740	3585	3052	7402	3650
ENSG00000162438	3486	4	2	5	2	1	0	5	0	3	3	2	0
ENSG00000142615	1519	2	1	0	0	24	3	0	0	0	0	8	4
ENSG00000215704	1457	5	4	3	1	58	15	2	0	2	4	28	9
ENSG00000132906	5269	407	203	435	202	780	167	337	200	253	215	358	199
ENSG00000116138	8563	462	220	451	220	1010	241	482	273	335	312	524	270
ENSG00000251866	140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272510	346	2	0	0	2	2	0	0	0	0	0	0	0
ENSG00000116771	2500	40	19	19	8	191	28	17	11	10	12	112	51
ENSG00000237301	2845	7	4	1	3	22	4	7	4	5	1	13	7
ENSG00000235084	447	0	1	5	3	4	2	3	5	4	3	2	0
ENSG00000252417	68	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236500	225	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000197312	12136	1286	602	819	419	3334	675	1710	972	1255	1135	1938	952
ENSG00000215695	1854	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	256	1	0	0	0	0	0	3	2	1	1	0	0
ENSG00000116786	4122	2357	968	2326	1200	5020	1019	3752	2018	2334	2085	2547	1260
ENSG00000237938	1533	50	28	47	19	76	21	77	28	37	18	34	14
ENSG00000162461	3195	24	9	23	12	82	22	61	23	49	36	45	16
ENSG00000224459	639	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162460	1520	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000162458	4716	4	2	5	1	15	3	27	12	33	24	4	3
ENSG00000224321	490	1	0	1	1	2	0	0	0	0	2	0	0
ENSG00000233954	2180	31	11	27	9	106	17	42	21	35	28	41	15
ENSG00000178715	438	2	1	2	2	2	1	2	0	3	1	0	0
ENSG00000179743	2473	131	48	145	73	252	60	109	60	104	90	159	67
ENSG00000065526	13294	3772	1653	3586	1767	8303	1721	3254	1800	2130	1898	4113	2221
ENSG00000270620	211	0	0	0	0	0	0	1	0	0	0	1	0
ENSG00000116809	4240	1221	562	1148	545	2537	546	1096	547	740	603	1076	598
ENSG00000234607	563	0	1	1	1	1	0	1	0	2	1	2	1
ENSG00000231353	260	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275503	236	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224966	962	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	3039	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233078	466	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	3910	7	0	3	1	10	1	2	1	1	1	0	2
ENSG00000186510	3476	4	2	2	1	6	1	4	4	9	3	5	1
ENSG00000232456	704	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184908	2939	2	3	0	0	6	1	0	0	2	2	3	1
ENSG00000185519	1701	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142627	4159	7	3	23	11	26	2	6	2	2	2	11	4
ENSG00000227959	904	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224621	544	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234166	439	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	3745	94	50	49	39	254	50	67	23	49	54	129	62
ENSG00000237276	1990	2	0	2	1	10	2	4	2	0	0	4	3
ENSG00000132881	1545	51	21	44	17	148	23	33	10	19	22	58	35
ENSG00000233929	186	1	0	0	0	1	0	0	1	0	2	0	1
ENSG00000037637	8984	830	425	777	394	1982	403	883	524	553	505	946	521
ENSG00000055070	4747	2718	1258	2534	1280	6697	1461	2401	1376	1806	1650	3417	1757
ENSG00000226457	381	0	0	2	0	1	0	2	0	3	0	1	1
ENSG00000187144	4506	0	0	1	0	0	0	0	0	3	1	0	0
ENSG00000157191	5559	1320	630	1160	565	2828	588	2050	1151	1118	1085	1431	810
ENSG00000226029	3245	12	7	18	8	33	5	23	10	19	10	13	10
ENSG00000080947	6813	45	18	29	14	141	22	96	72	52	66	88	35
ENSG00000206652	164	3	5	0	2	5	0	8	9	2	2	2	3
ENSG00000261135	1110	6	4	14	5	25	5	8	5	8	10	13	11
ENSG00000224174	327	3	1	0	0	6	0	2	1	1	0	2	0
ENSG00000233421	2068	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000277344	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225710	882	0	0	0	0	0	1	3	0	1	1	0	0
ENSG00000219481	12212	590	299	430	233	1302	271	1477	842	926	976	587	293
ENSG00000271732	339	0	0	1	0	2	0	0	1	0	0	0	0
ENSG00000215908	3943	656	215	594	265	1225	234	671	301	328	310	551	289
ENSG00000186301	2291	18	8	10	4	30	14	35	19	32	25	9	14
ENSG00000282143	817	0	0	2	0	2	0	1	0	0	2	2	1
ENSG00000207513	164	11	2	6	5	5	3	2	7	3	2	0	2
ENSG00000280114	1351	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000236698	435	1	1	1	0	7	0	1	0	0	0	1	0
ENSG00000268869	3178	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279151	406	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	819	1	1	0	0	11	1	9	2	0	0	3	4
ENSG00000058453	8871	353	164	288	126	972	176	548	273	302	241	439	209
ENSG00000227684	762	1	0	0	0	3	0	1	0	0	0	0	0
ENSG00000207389	164	2	0	0	0	1	0	0	1	0	0	0	0
ENSG00000186715	5180	14	4	8	4	27	7	32	17	9	11	10	8
ENSG00000223643	837	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230239	882	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263811	73	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228549	2963	0	0	0	1	3	1	0	0	1	0	2	0
ENSG00000277234	144	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238142	508	23	10	10	10	23	11	25	20	26	22	16	15
ENSG00000235241	508	0	0	1	0	6	1	8	2	6	2	1	0
ENSG00000207005	164	0	1	0	0	1	0	0	3	0	0	0	0
ENSG00000272426	438	3	1	0	0	2	0	2	0	0	1	3	0
ENSG00000117122	2915	12	3	4	0	102	24	10	2	5	2	38	20
ENSG00000226526	636	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000159363	5253	1094	503	1635	792	2142	460	505	281	348	288	757	421
ENSG00000117118	2462	2209	1012	1770	970	5125	1040	1949	1106	1172	964	2809	1492
ENSG00000117115	5984	2200	960	5398	2634	637	103	1315	789	1088	949	174	108
ENSG00000204362	4676	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282843	1228	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	4903	0	0	0	0	0	0	1	0	1	3	0	0
ENSG00000142619	3189	0	2	0	0	1	0	3	1	0	2	1	0
ENSG00000266634	87	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	2971	1318	576	9841	5202	349	61	143	52	297	307	114	61
ENSG00000276747	2396	1	0	0	0	0	0	1	0	0	1	0	0
ENSG00000227751	311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179051	4126	6835	2781	5389	2558	18695	3828	5110	2643	3716	3015	9697	4771
ENSG00000074964	7817	389	153	283	142	678	134	1158	654	402	383	331	182
ENSG00000236648	610	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117148	1864	2	1	1	0	5	1	0	1	0	0	4	5
ENSG00000261781	2471	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117154	3085	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000280222	6473	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230035	430	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225387	491	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	5145	0	0	1	1	4	3	1	0	1	3	5	1
ENSG00000235282	266	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225478	223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	6313	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179002	2542	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255275	4369	2	0	2	0	3	0	0	0	1	0	3	1
ENSG00000159423	3689	1280	556	1234	618	1412	290	570	311	468	444	573	302
ENSG00000265606	74	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221662	78	6	0	2	2	2	0	3	0	0	3	0	0
ENSG00000169991	6188	309	125	225	133	986	211	349	234	209	173	528	289
ENSG00000272084	3402	25	17	21	12	39	6	31	12	14	12	23	8
ENSG00000127481	24675	7541	3610	7878	4135	13646	2951	6240	3570	4048	3880	6116	3108
ENSG00000230424	507	27	11	31	18	61	9	23	12	13	18	21	14
ENSG00000127463	10650	1812	830	1266	692	4339	967	1131	673	922	818	2079	1161
ENSG00000053372	2822	1485	662	732	344	4391	975	592	360	683	641	2534	1331
ENSG00000211454	2768	15	5	11	7	36	7	15	6	20	17	24	10
ENSG00000162482	1710	25	16	24	6	60	16	25	12	26	33	25	21
ENSG00000270728	525	27	14	18	6	62	11	19	9	18	18	35	16
ENSG00000053371	1781	1193	517	957	486	2780	583	1157	651	806	709	1487	807
ENSG00000200403	107	10	4	2	1	7	1	4	3	2	2	1	0
ENSG00000040487	2686	501	236	601	330	1001	222	530	314	456	434	591	358
ENSG00000077549	3238	5730	2608	6708	3454	11106	2336	5587	3252	3803	3489	5940	3191
ENSG00000240490	288	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000201609	141	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235185	207	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000173436	5227	99	60	94	46	280	63	131	49	84	66	140	81
ENSG00000270136	2493	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226396	455	24	9	8	4	36	4	20	11	11	15	13	4
ENSG00000158747	3465	7	2	4	1	70	11	5	4	10	6	29	20
ENSG00000158748	1984	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162542	4054	144	70	128	74	421	74	293	167	169	140	217	105
ENSG00000178828	1250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235434	447	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	6767	660	294	539	277	1416	325	444	249	373	334	745	382
ENSG00000188784	785	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242688	301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	1685	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000127472	2607	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117215	2681	0	0	0	0	0	0	6	4	1	5	0	0
ENSG00000158786	6440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227066	2639	1	0	0	0	4	1	13	4	19	11	1	0
ENSG00000187980	3298	0	0	1	1	0	0	0	1	1	2	1	0
ENSG00000225986	510	1	0	0	0	4	3	1	2	2	4	1	0
ENSG00000162543	5571	21	16	26	12	69	13	32	11	43	39	36	22
ENSG00000228105	480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	6377	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000226664	229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236963	3394	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226487	376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	2615	0	0	0	1	0	0	0	2	0	1	0	0
ENSG00000090432	2438	458	251	506	229	1271	266	580	349	372	381	656	345
ENSG00000215520	763	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183114	2572	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000158825	963	300	134	2020	1046	82	20	58	26	79	66	40	23
ENSG00000158828	4836	237	121	457	269	398	72	381	203	203	169	142	83
ENSG00000117242	4443	102	37	79	50	209	38	58	30	49	60	82	57
ENSG00000244038	2721	10879	5132	8964	4535	18746	4173	6483	3664	4163	3963	8717	4714
ENSG00000117245	4470	0	0	0	1	9	0	10	3	4	5	3	4
ENSG00000235432	479	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189410	4423	2	1	0	1	3	1	1	1	2	2	1	0
ENSG00000233069	299	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127483	7442	6075	2661	7366	3765	12252	2563	6408	3491	3989	3451	6303	3235
ENSG00000075151	9596	2857	1328	3242	1679	5652	1203	2051	1166	1717	1574	2885	1659
ENSG00000251914	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221808	119	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233072	385	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000236073	115	0	1	2	2	1	0	0	0	0	0	0	1
ENSG00000235112	296	0	0	1	0	0	0	0	0	2	0	0	0
ENSG00000117298	7265	162	83	590	314	892	156	103	64	128	141	411	244
ENSG00000236936	723	1	0	0	0	1	0	0	0	1	0	0	0
ENSG00000231105	2479	1	0	3	0	1	0	1	0	0	0	0	0
ENSG00000236216	376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228823	649	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236009	761	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	661	4	4	3	2	9	6	3	2	1	2	6	0
ENSG00000187952	1234	22	10	16	7	73	16	21	8	10	13	30	22
ENSG00000186543	830	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000142794	6812	354	148	292	171	774	185	220	112	154	137	293	135
ENSG00000176378	327	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000162551	3007	245	124	3446	1769	12	0	0	1	0	4	2	1
ENSG00000233431	821	0	0	2	3	0	0	0	0	0	0	0	0
ENSG00000076864	5755	14	4	17	8	39	7	11	1	11	4	8	1
ENSG00000090686	9497	4450	2036	4213	2167	7937	1836	3037	1714	2669	2520	3782	2050
ENSG00000231978	307	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000187942	4490	81	32	31	13	197	44	86	43	69	61	98	49
ENSG00000142798	17684	1058	414	700	317	4271	905	857	522	511	423	1792	955
ENSG00000232037	483	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000219073	1541	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273610	297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201919	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142789	1224	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278124	297	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201273	104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228397	1126	3	1	0	0	2	3	4	2	3	1	5	1
ENSG00000218510	2406	361	178	332	170	743	141	418	238	319	261	349	162
ENSG00000070831	3598	6781	3077	7345	3795	14225	3038	6480	3759	4889	4435	8307	4396
ENSG00000230068	692	1	2	3	1	0	0	4	2	3	1	3	0
ENSG00000271428	488	2	0	3	0	1	1	4	0	3	2	3	0
ENSG00000162552	4527	6	6	5	3	6	4	3	1	4	2	5	1
ENSG00000266564	62	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234397	492	0	0	1	0	1	0	0	1	0	0	0	0
ENSG00000279625	1853	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184677	8992	2150	936	1987	1010	3510	808	2007	1111	1384	1316	1622	869
ENSG00000237200	273	25	12	18	3	32	3	23	7	4	5	5	4
ENSG00000070886	5358	0	0	2	1	0	0	0	0	0	0	0	1
ENSG00000276835	109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173372	1272	369	164	544	306	81	21	1853	944	3739	3338	43	24
ENSG00000159189	1335	629	229	666	299	298	70	2218	1139	2951	2522	164	60
ENSG00000173369	1601	234	95	211	90	52	9	410	229	806	702	17	10
ENSG00000133216	12516	35	21	33	17	30	9	254	141	239	193	20	14
ENSG00000265422	82	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225952	480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264014	68	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	1641	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	658	1	0	0	0	0	0	1	1	0	0	0	0
ENSG00000004487	5435	2983	1448	2043	1080	9112	2056	2482	1360	1772	1623	4602	2454
ENSG00000240553	666	0	0	1	0	0	0	0	0	0	0	3	0
ENSG00000263793	68	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266802	77	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000169641	9658	1129	504	1040	552	2427	584	900	476	777	699	1279	635
ENSG00000229010	818	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000206935	107	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000252578	101	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000179546	2835	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215381	460	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000261326	5444	265	135	206	115	819	187	194	123	180	158	406	209
ENSG00000125944	8676	7117	3215	5125	2791	21040	4498	4356	2424	3414	2922	11046	5801
ENSG00000125945	4392	213	91	213	127	582	122	300	165	165	145	276	147
ENSG00000249087	2655	39	25	41	28	99	25	35	16	31	15	56	24
ENSG00000201405	93	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271420	650	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000204219	3515	6	1	6	1	20	5	8	2	3	1	4	6
ENSG00000232482	426	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088280	4988	6	1	1	1	10	4	9	6	0	1	6	1
ENSG00000007968	5457	1289	579	2881	1434	2154	471	647	355	426	398	1368	688
ENSG00000235052	456	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000117318	1797	53	33	56	12	240	54	133	64	83	80	205	99
ENSG00000197880	2142	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229239	1186	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000142676	1987	31778	15289	21517	11702	61170	13594	29191	17073	19916	19674	29788	16329
ENSG00000011007	5391	966	467	830	422	2565	554	992	506	730	645	1423	767
ENSG00000236810	1347	35	23	27	12	92	17	29	20	19	15	22	16
ENSG00000057757	2186	1320	555	1044	548	3339	677	1702	952	1482	1314	1786	945
ENSG00000011009	2196	1533	672	1691	909	3045	602	1756	900	1276	1048	1579	866
ENSG00000117308	3978	851	381	752	359	1851	419	647	395	493	464	1100	592
ENSG00000117305	5658	773	361	830	425	1363	325	1178	618	651	639	619	388
ENSG00000179163	2047	5685	2602	6547	3598	3583	796	12998	7379	16559	15270	2014	1052
ENSG00000188822	5254	561	247	584	287	1134	250	306	169	341	324	614	324
ENSG00000229106	1267	21	7	18	8	28	7	12	14	20	7	19	11
ENSG00000232557	210	1	0	0	0	1	0	0	0	0	0	0	0
ENSG00000264926	78	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230228	368	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000189266	2564	3781	1864	3265	1703	9746	2096	3665	2117	2314	2068	5469	2986
ENSG00000188529	10277	5247	2462	4713	2446	12976	2780	3605	2092	3048	2803	6854	3549
ENSG00000215905	328	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225315	454	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142661	9254	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230703	461	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142677	2798	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185436	4923	4	0	1	0	24	6	7	2	2	2	8	8
ENSG00000230023	1849	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000232298	856	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000158055	3940	4	3	2	1	3	0	2	0	0	0	0	1
ENSG00000001460	8511	134	65	97	30	276	45	111	50	67	52	110	63
ENSG00000001461	9404	787	326	827	439	1219	278	671	407	478	394	580	292
ENSG00000117602	7077	297	141	226	112	646	139	473	289	346	272	387	204
ENSG00000264443	1445	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184454	4122	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000227312	348	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239106	103	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	8168	3466	1495	2913	1533	8684	1758	2451	1366	1913	1681	4522	2341
ENSG00000169504	4495	1454	704	1248	661	3557	817	2157	1220	1271	1194	2199	1070
ENSG00000238482	107	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020633	4523	1924	906	1581	848	7302	1566	1630	903	1654	1506	4762	2518
ENSG00000278034	72	1	0	2	0	3	0	0	0	0	1	1	0
ENSG00000229162	820	6	0	10	7	24	4	9	4	13	19	15	2
ENSG00000261025	2443	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000264371	84	0	0	1	0	0	0	0	0	1	2	0	0
ENSG00000233755	863	11	7	26	16	24	5	0	0	5	3	9	7
ENSG00000233419	402	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231953	988	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000117614	3370	1302	627	1240	676	2249	521	1640	970	994	941	1139	608
ENSG00000117616	6804	4425	1967	4533	2469	6795	1515	5367	3133	3077	2726	3254	1628
ENSG00000272432	485	1	1	4	1	11	1	7	1	2	0	3	1
ENSG00000261349	459	28	13	35	27	76	14	39	21	23	13	31	16
ENSG00000187010	3313	40	10	26	21	72	15	45	28	21	17	26	10
ENSG00000224183	480	15	6	11	7	42	8	7	7	9	4	21	15
ENSG00000259984	459	11	2	13	2	6	2	13	8	7	4	1	2
ENSG00000183726	3410	1986	981	1883	1057	4473	934	2067	1201	1425	1454	2279	1245
ENSG00000188672	2433	2	2	1	3	14	5	6	2	4	2	5	7
ENSG00000238084	478	0	0	3	0	2	1	0	0	0	1	0	0
ENSG00000204178	3979	649	285	507	256	1580	324	601	329	442	398	765	394
