sample_name	sample	stage	embryo
esophagus_7w_embryo2.2_67	esophagus	7w	embryo2
esophagus_7w_embryo2.2_69	esophagus	7w	embryo2
esophagus_7w_embryo2.2_72	esophagus	7w	embryo2
esophagus_7w_embryo2.2_73	esophagus	7w	embryo2
esophagus_7w_embryo2.2_74	esophagus	7w	embryo2
esophagus_7w_embryo2.2_75	esophagus	7w	embryo2
esophagus_7w_embryo2.2_77	esophagus	7w	embryo2
esophagus_7w_embryo2.2_79	esophagus	7w	embryo2
esophagus_7w_embryo2_19	esophagus	7w	embryo2
esophagus_7w_embryo2_21	esophagus	7w	embryo2
esophagus_7w_embryo2_37	esophagus	7w	embryo2
esophagus_7w_embryo2_4	esophagus	7w	embryo2
esophagus_7w_embryo2_41	esophagus	7w	embryo2
esophagus_7w_embryo2_42	esophagus	7w	embryo2
esophagus_7w_embryo2_56	esophagus	7w	embryo2
esophagus_7w_embryo2_6	esophagus	7w	embryo2
esophagus_7w_embryo2_73	esophagus	7w	embryo2
esophagus_8w_embryo1_63	esophagus	8w	embryo1
esophagus_8w_embryo2_54	esophagus	8w	embryo2
esophagus_8w_embryo2_77	esophagus	8w	embryo2
LI_7w_embryo2.2_38	LI	7w	embryo2
LI_7w_embryo2.2_52	LI	7w	embryo2
LI_7w_embryo2.2_55	LI	7w	embryo2
LI_7w_embryo2_55	LI	7w	embryo2
LI_7w_embryo2_57	LI	7w	embryo2
LI_7w_embryo2_61	LI	7w	embryo2
LI_7w_embryo2_86	LI	7w	embryo2
LI_8w_embryo1_44	LI	8w	embryo1
LI_8w_embryo1_5	LI	8w	embryo1
LI_8w_embryo2_76	LI	8w	embryo2
LI_9w_embryo1_6	LI	9w	embryo1
SI_11w_embryo1_47	SI	11w	embryo1
SI_11w_embryo1_70	SI	11w	embryo1
SI_11w_embryo1_76	SI	11w	embryo1
SI_11w_embryo1_85	SI	11w	embryo1
SI_7w_embryo2.2_1	SI	7w	embryo2
SI_7w_embryo2.2_3	SI	7w	embryo2
SI_7w_embryo2.2_41	SI	7w	embryo2
SI_7w_embryo2.2_65	SI	7w	embryo2
SI_7w_embryo2_49	SI	7w	embryo2
SI_7w_embryo2_55	SI	7w	embryo2
SI_7w_embryo2_65	SI	7w	embryo2
SI_8w_embryo1_6	SI	8w	embryo1
SI_8w_embryo2_12	SI	8w	embryo2
SI_8w_embryo2_17	SI	8w	embryo2
SI_8w_embryo2_6	SI	8w	embryo2
stomach_11w_embryo1_14	stomach	11w	embryo1
stomach_11w_embryo1_58	stomach	11w	embryo1
stomach_11w_embryo1_69	stomach	11w	embryo1
stomach_6w_embryo1_51	stomach	6w	embryo1
stomach_6w_embryo1_6	stomach	6w	embryo1
stomach_6w_embryo1_66	stomach	6w	embryo1
stomach_6w_embryo1_71	stomach	6w	embryo1
stomach_6w_embryo1_77	stomach	6w	embryo1
stomach_6w_embryo1_80	stomach	6w	embryo1
stomach_6w_embryo2_38	stomach	6w	embryo2
stomach_6w_embryo2_62	stomach	6w	embryo2
stomach_6w_embryo2_71	stomach	6w	embryo2
stomach_6w_embryo2_8	stomach	6w	embryo2
stomach_7w_embryo1_13	stomach	7w	embryo1
stomach_7w_embryo1_18	stomach	7w	embryo1
stomach_7w_embryo1_31	stomach	7w	embryo1
stomach_7w_embryo1_41	stomach	7w	embryo1
stomach_7w_embryo1_69	stomach	7w	embryo1
stomach_7w_embryo1_8	stomach	7w	embryo1
stomach_7w_embryo1_89	stomach	7w	embryo1
stomach_7w_embryo2.2_55	stomach	7w	embryo2
stomach_7w_embryo2.2_68	stomach	7w	embryo2
stomach_7w_embryo2.2_81	stomach	7w	embryo2
stomach_7w_embryo2_58	stomach	7w	embryo2
esophagus_6w_embryo1_10	esophagus	6w	embryo1
esophagus_6w_embryo1_18	esophagus	6w	embryo1
esophagus_6w_embryo1_20	esophagus	6w	embryo1
esophagus_6w_embryo1_22	esophagus	6w	embryo1
esophagus_6w_embryo1_26	esophagus	6w	embryo1
esophagus_6w_embryo1_3	esophagus	6w	embryo1
esophagus_6w_embryo1_30	esophagus	6w	embryo1
esophagus_6w_embryo1_47	esophagus	6w	embryo1
esophagus_6w_embryo1_67	esophagus	6w	embryo1
esophagus_6w_embryo1_79	esophagus	6w	embryo1
esophagus_7w_embryo2.2_1	esophagus	7w	embryo2
esophagus_7w_embryo2.2_12	esophagus	7w	embryo2
esophagus_7w_embryo2.2_16	esophagus	7w	embryo2
esophagus_7w_embryo2.2_21	esophagus	7w	embryo2
esophagus_7w_embryo2.2_22	esophagus	7w	embryo2
esophagus_7w_embryo2.2_3	esophagus	7w	embryo2
esophagus_7w_embryo2.2_31	esophagus	7w	embryo2
esophagus_7w_embryo2.2_35	esophagus	7w	embryo2
esophagus_7w_embryo2.2_44	esophagus	7w	embryo2
esophagus_7w_embryo2.2_45	esophagus	7w	embryo2
esophagus_7w_embryo2.2_46	esophagus	7w	embryo2
esophagus_7w_embryo2.2_47	esophagus	7w	embryo2
esophagus_7w_embryo2.2_49	esophagus	7w	embryo2
esophagus_7w_embryo2.2_5	esophagus	7w	embryo2
esophagus_7w_embryo2.2_50	esophagus	7w	embryo2
esophagus_7w_embryo2.2_52	esophagus	7w	embryo2
esophagus_7w_embryo2.2_53	esophagus	7w	embryo2
esophagus_7w_embryo2.2_58	esophagus	7w	embryo2
esophagus_7w_embryo2.2_63	esophagus	7w	embryo2
esophagus_7w_embryo2.2_64	esophagus	7w	embryo2
esophagus_7w_embryo2.2_65	esophagus	7w	embryo2
esophagus_7w_embryo2.2_70	esophagus	7w	embryo2
esophagus_7w_embryo2.2_71	esophagus	7w	embryo2
esophagus_7w_embryo2.2_81	esophagus	7w	embryo2
esophagus_7w_embryo2.2_82	esophagus	7w	embryo2
esophagus_7w_embryo2.2_85	esophagus	7w	embryo2
esophagus_7w_embryo2.2_9	esophagus	7w	embryo2
esophagus_7w_embryo2_1	esophagus	7w	embryo2
esophagus_7w_embryo2_10	esophagus	7w	embryo2
esophagus_7w_embryo2_12	esophagus	7w	embryo2
esophagus_7w_embryo2_17	esophagus	7w	embryo2
esophagus_7w_embryo2_22	esophagus	7w	embryo2
esophagus_7w_embryo2_27	esophagus	7w	embryo2
esophagus_7w_embryo2_28	esophagus	7w	embryo2
esophagus_7w_embryo2_30	esophagus	7w	embryo2
esophagus_7w_embryo2_33	esophagus	7w	embryo2
esophagus_7w_embryo2_45	esophagus	7w	embryo2
esophagus_7w_embryo2_50	esophagus	7w	embryo2
esophagus_7w_embryo2_62	esophagus	7w	embryo2
esophagus_8w_embryo2_51	esophagus	8w	embryo2
esophagus_8w_embryo2_57	esophagus	8w	embryo2
esophagus_8w_embryo2_67	esophagus	8w	embryo2
esophagus_8w_embryo2_69	esophagus	8w	embryo2
esophagus_8w_embryo2_70	esophagus	8w	embryo2
esophagus_8w_embryo2_71	esophagus	8w	embryo2
esophagus_8w_embryo2_73	esophagus	8w	embryo2
esophagus_8w_embryo2_74	esophagus	8w	embryo2
esophagus_8w_embryo2_82	esophagus	8w	embryo2
esophagus_8w_embryo2_83	esophagus	8w	embryo2
esophagus_8w_embryo2_84	esophagus	8w	embryo2
esophagus_8w_embryo2_85	esophagus	8w	embryo2
esophagus_8w_embryo2_86	esophagus	8w	embryo2
esophagus_8w_embryo2_87	esophagus	8w	embryo2
esophagus_8w_embryo2_90	esophagus	8w	embryo2
LI_14w_embryo1_82	LI	14w	embryo1
stomach_11w_embryo1_30	stomach	11w	embryo1
stomach_11w_embryo1_55	stomach	11w	embryo1
stomach_11w_embryo1_6	stomach	11w	embryo1
stomach_11w_embryo1_65	stomach	11w	embryo1
stomach_6w_embryo1_14	stomach	6w	embryo1
stomach_7w_embryo2.2_17	stomach	7w	embryo2
stomach_7w_embryo2.2_37	stomach	7w	embryo2
stomach_7w_embryo2.2_41	stomach	7w	embryo2
stomach_7w_embryo2.2_62	stomach	7w	embryo2
stomach_7w_embryo2_16	stomach	7w	embryo2
stomach_7w_embryo2_41	stomach	7w	embryo2
esophagus_7w_embryo2.2_11	esophagus	7w	embryo2
esophagus_7w_embryo2.2_17	esophagus	7w	embryo2
esophagus_7w_embryo2.2_24	esophagus	7w	embryo2
esophagus_7w_embryo2.2_26	esophagus	7w	embryo2
esophagus_7w_embryo2.2_27	esophagus	7w	embryo2
esophagus_7w_embryo2.2_28	esophagus	7w	embryo2
esophagus_7w_embryo2.2_29	esophagus	7w	embryo2
esophagus_7w_embryo2.2_32	esophagus	7w	embryo2
esophagus_7w_embryo2.2_33	esophagus	7w	embryo2
esophagus_7w_embryo2.2_36	esophagus	7w	embryo2
esophagus_7w_embryo2.2_38	esophagus	7w	embryo2
esophagus_7w_embryo2.2_41	esophagus	7w	embryo2
esophagus_7w_embryo2.2_42	esophagus	7w	embryo2
esophagus_7w_embryo2.2_48	esophagus	7w	embryo2
esophagus_7w_embryo2.2_55	esophagus	7w	embryo2
esophagus_7w_embryo2.2_56	esophagus	7w	embryo2
esophagus_7w_embryo2.2_57	esophagus	7w	embryo2
esophagus_7w_embryo2.2_60	esophagus	7w	embryo2
esophagus_7w_embryo2.2_61	esophagus	7w	embryo2
esophagus_7w_embryo2.2_62	esophagus	7w	embryo2
esophagus_7w_embryo2.2_68	esophagus	7w	embryo2
esophagus_7w_embryo2.2_7	esophagus	7w	embryo2
esophagus_7w_embryo2.2_76	esophagus	7w	embryo2
esophagus_7w_embryo2.2_78	esophagus	7w	embryo2
esophagus_7w_embryo2.2_83	esophagus	7w	embryo2
esophagus_7w_embryo2.2_84	esophagus	7w	embryo2
esophagus_7w_embryo2.2_87	esophagus	7w	embryo2
esophagus_7w_embryo2.2_88	esophagus	7w	embryo2
esophagus_7w_embryo2.2_89	esophagus	7w	embryo2
esophagus_7w_embryo2.2_90	esophagus	7w	embryo2
esophagus_7w_embryo2_11	esophagus	7w	embryo2
esophagus_7w_embryo2_13	esophagus	7w	embryo2
esophagus_7w_embryo2_14	esophagus	7w	embryo2
esophagus_7w_embryo2_15	esophagus	7w	embryo2
esophagus_7w_embryo2_16	esophagus	7w	embryo2
esophagus_7w_embryo2_18	esophagus	7w	embryo2
esophagus_7w_embryo2_20	esophagus	7w	embryo2
esophagus_7w_embryo2_24	esophagus	7w	embryo2
esophagus_7w_embryo2_25	esophagus	7w	embryo2
esophagus_7w_embryo2_26	esophagus	7w	embryo2
esophagus_7w_embryo2_29	esophagus	7w	embryo2
esophagus_7w_embryo2_3	esophagus	7w	embryo2
esophagus_7w_embryo2_31	esophagus	7w	embryo2
esophagus_7w_embryo2_32	esophagus	7w	embryo2
esophagus_7w_embryo2_35	esophagus	7w	embryo2
esophagus_7w_embryo2_36	esophagus	7w	embryo2
esophagus_7w_embryo2_38	esophagus	7w	embryo2
esophagus_7w_embryo2_39	esophagus	7w	embryo2
esophagus_7w_embryo2_40	esophagus	7w	embryo2
esophagus_7w_embryo2_43	esophagus	7w	embryo2
esophagus_7w_embryo2_44	esophagus	7w	embryo2
esophagus_7w_embryo2_46	esophagus	7w	embryo2
esophagus_7w_embryo2_47	esophagus	7w	embryo2
esophagus_7w_embryo2_48	esophagus	7w	embryo2
esophagus_7w_embryo2_49	esophagus	7w	embryo2
esophagus_7w_embryo2_51	esophagus	7w	embryo2
esophagus_7w_embryo2_52	esophagus	7w	embryo2
esophagus_7w_embryo2_53	esophagus	7w	embryo2
esophagus_7w_embryo2_54	esophagus	7w	embryo2
esophagus_7w_embryo2_55	esophagus	7w	embryo2
esophagus_7w_embryo2_57	esophagus	7w	embryo2
esophagus_7w_embryo2_58	esophagus	7w	embryo2
esophagus_7w_embryo2_59	esophagus	7w	embryo2
esophagus_7w_embryo2_60	esophagus	7w	embryo2
esophagus_7w_embryo2_61	esophagus	7w	embryo2
esophagus_7w_embryo2_63	esophagus	7w	embryo2
esophagus_7w_embryo2_64	esophagus	7w	embryo2
esophagus_7w_embryo2_65	esophagus	7w	embryo2
esophagus_7w_embryo2_67	esophagus	7w	embryo2
esophagus_7w_embryo2_68	esophagus	7w	embryo2
esophagus_7w_embryo2_69	esophagus	7w	embryo2
esophagus_7w_embryo2_7	esophagus	7w	embryo2
esophagus_7w_embryo2_70	esophagus	7w	embryo2
esophagus_7w_embryo2_71	esophagus	7w	embryo2
esophagus_7w_embryo2_72	esophagus	7w	embryo2
esophagus_7w_embryo2_74	esophagus	7w	embryo2
esophagus_7w_embryo2_75	esophagus	7w	embryo2
esophagus_7w_embryo2_77	esophagus	7w	embryo2
esophagus_7w_embryo2_78	esophagus	7w	embryo2
esophagus_7w_embryo2_79	esophagus	7w	embryo2
esophagus_7w_embryo2_8	esophagus	7w	embryo2
esophagus_7w_embryo2_80	esophagus	7w	embryo2
esophagus_7w_embryo2_81	esophagus	7w	embryo2
esophagus_7w_embryo2_82	esophagus	7w	embryo2
esophagus_7w_embryo2_83	esophagus	7w	embryo2
esophagus_7w_embryo2_84	esophagus	7w	embryo2
esophagus_7w_embryo2_85	esophagus	7w	embryo2
esophagus_7w_embryo2_86	esophagus	7w	embryo2
esophagus_7w_embryo2_87	esophagus	7w	embryo2
esophagus_7w_embryo2_88	esophagus	7w	embryo2
esophagus_7w_embryo2_89	esophagus	7w	embryo2
esophagus_7w_embryo2_9	esophagus	7w	embryo2
esophagus_7w_embryo2_90	esophagus	7w	embryo2
esophagus_8w_embryo2_65	esophagus	8w	embryo2
esophagus_8w_embryo2_72	esophagus	8w	embryo2
esophagus_8w_embryo2_76	esophagus	8w	embryo2
esophagus_8w_embryo2_78	esophagus	8w	embryo2
esophagus_8w_embryo2_79	esophagus	8w	embryo2
esophagus_8w_embryo2_80	esophagus	8w	embryo2
esophagus_8w_embryo2_81	esophagus	8w	embryo2
esophagus_8w_embryo2_88	esophagus	8w	embryo2
stomach_7w_embryo2_86	stomach	7w	embryo2
stomach_8w_embryo2_40	stomach	8w	embryo2
esophagus_24w_embryo1.2_7	esophagus	24w	embryo1
esophagus_6w_embryo2_40	esophagus	6w	embryo2
LI_25w_embryo1_66	LI	25w	embryo1
LI_6w_embryo1_22	LI	6w	embryo1
LI_6w_embryo2_69	LI	6w	embryo2
LI_7w_embryo2.2_75	LI	7w	embryo2
SI_16w_embryo1_69	SI	16w	embryo1
SI_16w_embryo1_75	SI	16w	embryo1
SI_19w_embryo1_55	SI	19w	embryo1
SI_19w_embryo1_68	SI	19w	embryo1
SI_6w_embryo2_31	SI	6w	embryo2
SI_6w_embryo2_4	SI	6w	embryo2
SI_7w_embryo1_20	SI	7w	embryo1
SI_7w_embryo1_31	SI	7w	embryo1
SI_7w_embryo1_51	SI	7w	embryo1
SI_7w_embryo1_56	SI	7w	embryo1
SI_7w_embryo1_76	SI	7w	embryo1
SI_7w_embryo2.2_12	SI	7w	embryo2
SI_7w_embryo2.2_13	SI	7w	embryo2
SI_7w_embryo2.2_14	SI	7w	embryo2
SI_7w_embryo2.2_15	SI	7w	embryo2
SI_7w_embryo2.2_16	SI	7w	embryo2
SI_7w_embryo2.2_19	SI	7w	embryo2
SI_7w_embryo2.2_2	SI	7w	embryo2
SI_7w_embryo2.2_20	SI	7w	embryo2
SI_7w_embryo2.2_24	SI	7w	embryo2
SI_7w_embryo2.2_25	SI	7w	embryo2
SI_7w_embryo2.2_28	SI	7w	embryo2
SI_7w_embryo2.2_30	SI	7w	embryo2
SI_7w_embryo2.2_31	SI	7w	embryo2
SI_7w_embryo2.2_35	SI	7w	embryo2
SI_7w_embryo2.2_36	SI	7w	embryo2
SI_7w_embryo2.2_43	SI	7w	embryo2
SI_7w_embryo2.2_44	SI	7w	embryo2
SI_7w_embryo2.2_48	SI	7w	embryo2
SI_7w_embryo2.2_49	SI	7w	embryo2
SI_7w_embryo2.2_5	SI	7w	embryo2
SI_7w_embryo2.2_51	SI	7w	embryo2
SI_7w_embryo2.2_53	SI	7w	embryo2
SI_7w_embryo2.2_6	SI	7w	embryo2
SI_7w_embryo2.2_7	SI	7w	embryo2
SI_7w_embryo2.2_74	SI	7w	embryo2
SI_7w_embryo2.2_75	SI	7w	embryo2
SI_7w_embryo2.2_8	SI	7w	embryo2
SI_7w_embryo2.2_81	SI	7w	embryo2
SI_7w_embryo2.2_82	SI	7w	embryo2
SI_7w_embryo2.2_84	SI	7w	embryo2
SI_7w_embryo2.2_88	SI	7w	embryo2
SI_7w_embryo2.2_9	SI	7w	embryo2
SI_7w_embryo2.2_90	SI	7w	embryo2
SI_7w_embryo2_10	SI	7w	embryo2
SI_7w_embryo2_11	SI	7w	embryo2
SI_7w_embryo2_18	SI	7w	embryo2
SI_7w_embryo2_2	SI	7w	embryo2
SI_7w_embryo2_20	SI	7w	embryo2
SI_7w_embryo2_26	SI	7w	embryo2
SI_7w_embryo2_28	SI	7w	embryo2
SI_7w_embryo2_32	SI	7w	embryo2
SI_7w_embryo2_33	SI	7w	embryo2
SI_7w_embryo2_36	SI	7w	embryo2
SI_7w_embryo2_37	SI	7w	embryo2
SI_7w_embryo2_39	SI	7w	embryo2
SI_7w_embryo2_4	SI	7w	embryo2
SI_7w_embryo2_42	SI	7w	embryo2
SI_7w_embryo2_44	SI	7w	embryo2
SI_7w_embryo2_45	SI	7w	embryo2
SI_7w_embryo2_46	SI	7w	embryo2
SI_7w_embryo2_47	SI	7w	embryo2
SI_7w_embryo2_5	SI	7w	embryo2
SI_7w_embryo2_53	SI	7w	embryo2
SI_7w_embryo2_56	SI	7w	embryo2
SI_7w_embryo2_6	SI	7w	embryo2
SI_7w_embryo2_62	SI	7w	embryo2
SI_7w_embryo2_66	SI	7w	embryo2
SI_7w_embryo2_69	SI	7w	embryo2
SI_7w_embryo2_7	SI	7w	embryo2
SI_7w_embryo2_71	SI	7w	embryo2
SI_7w_embryo2_72	SI	7w	embryo2
SI_7w_embryo2_75	SI	7w	embryo2
SI_7w_embryo2_76	SI	7w	embryo2
SI_7w_embryo2_78	SI	7w	embryo2
SI_7w_embryo2_79	SI	7w	embryo2
SI_7w_embryo2_80	SI	7w	embryo2
SI_7w_embryo2_83	SI	7w	embryo2
SI_7w_embryo2_88	SI	7w	embryo2
SI_7w_embryo2_89	SI	7w	embryo2
SI_7w_embryo2_9	SI	7w	embryo2
SI_7w_embryo2_90	SI	7w	embryo2
SI_8w_embryo1_26	SI	8w	embryo1
SI_8w_embryo1_31	SI	8w	embryo1
SI_8w_embryo1_33	SI	8w	embryo1
SI_8w_embryo1_37	SI	8w	embryo1
SI_8w_embryo1_4	SI	8w	embryo1
SI_8w_embryo1_47	SI	8w	embryo1
SI_8w_embryo1_8	SI	8w	embryo1
SI_8w_embryo1_9	SI	8w	embryo1
SI_8w_embryo2_13	SI	8w	embryo2
SI_8w_embryo2_21	SI	8w	embryo2
SI_8w_embryo2_27	SI	8w	embryo2
SI_8w_embryo2_3	SI	8w	embryo2
SI_8w_embryo2_33	SI	8w	embryo2
SI_8w_embryo2_45	SI	8w	embryo2
SI_8w_embryo2_5	SI	8w	embryo2
stomach_6w_embryo1_65	stomach	6w	embryo1
stomach_6w_embryo2_20	stomach	6w	embryo2
stomach_6w_embryo2_3	stomach	6w	embryo2
stomach_7w_embryo1_12	stomach	7w	embryo1
stomach_7w_embryo1_2	stomach	7w	embryo1
stomach_7w_embryo1_22	stomach	7w	embryo1
stomach_7w_embryo1_25	stomach	7w	embryo1
stomach_7w_embryo1_29	stomach	7w	embryo1
stomach_7w_embryo1_30	stomach	7w	embryo1
stomach_7w_embryo1_35	stomach	7w	embryo1
stomach_7w_embryo1_36	stomach	7w	embryo1
stomach_7w_embryo1_37	stomach	7w	embryo1
stomach_7w_embryo1_38	stomach	7w	embryo1
stomach_7w_embryo1_39	stomach	7w	embryo1
stomach_7w_embryo1_83	stomach	7w	embryo1
stomach_7w_embryo2.2_11	stomach	7w	embryo2
stomach_7w_embryo2.2_2	stomach	7w	embryo2
stomach_7w_embryo2.2_21	stomach	7w	embryo2
stomach_7w_embryo2.2_40	stomach	7w	embryo2
stomach_7w_embryo2.2_5	stomach	7w	embryo2
stomach_7w_embryo2_19	stomach	7w	embryo2
stomach_7w_embryo2_60	stomach	7w	embryo2
stomach_7w_embryo2_8	stomach	7w	embryo2
stomach_7w_embryo2_82	stomach	7w	embryo2
esophagus_7w_embryo2.2_66	esophagus	7w	embryo2
esophagus_8w_embryo2_75	esophagus	8w	embryo2
SI_19w_embryo1_20	SI	19w	embryo1
SI_21w_embryo2_90	SI	21w	embryo2
SI_24w_embryo1.2_10	SI	24w	embryo1
SI_24w_embryo1.2_66	SI	24w	embryo1
SI_24w_embryo1.2_79	SI	24w	embryo1
SI_24w_embryo1_57_V	SI	24w	embryo1
SI_24w_embryo1_62	SI	24w	embryo1
SI_24w_embryo1_66	SI	24w	embryo1
SI_24w_embryo1_76	SI	24w	embryo1
SI_24w_embryo1_9_V	SI	24w	embryo1
SI_7w_embryo2.2_37	SI	7w	embryo2
SI_7w_embryo2.2_47	SI	7w	embryo2
SI_7w_embryo2.2_60	SI	7w	embryo2
SI_7w_embryo2.2_80	SI	7w	embryo2
SI_7w_embryo2.2_85	SI	7w	embryo2
SI_7w_embryo2.2_86	SI	7w	embryo2
SI_7w_embryo2_12	SI	7w	embryo2
SI_7w_embryo2_22	SI	7w	embryo2
SI_7w_embryo2_24	SI	7w	embryo2
SI_7w_embryo2_25	SI	7w	embryo2
SI_7w_embryo2_38	SI	7w	embryo2
SI_7w_embryo2_40	SI	7w	embryo2
SI_7w_embryo2_43	SI	7w	embryo2
SI_7w_embryo2_52	SI	7w	embryo2
SI_7w_embryo2_54	SI	7w	embryo2
stomach_7w_embryo2.2_18	stomach	7w	embryo2
stomach_7w_embryo2.2_19	stomach	7w	embryo2
stomach_7w_embryo2.2_20	stomach	7w	embryo2
stomach_7w_embryo2.2_3	stomach	7w	embryo2
stomach_7w_embryo2.2_30	stomach	7w	embryo2
stomach_7w_embryo2.2_31	stomach	7w	embryo2
stomach_7w_embryo2.2_38	stomach	7w	embryo2
stomach_7w_embryo2.2_43	stomach	7w	embryo2
stomach_7w_embryo2.2_44	stomach	7w	embryo2
stomach_7w_embryo2.2_45	stomach	7w	embryo2
stomach_7w_embryo2.2_47	stomach	7w	embryo2
stomach_7w_embryo2.2_49	stomach	7w	embryo2
stomach_7w_embryo2.2_50	stomach	7w	embryo2
stomach_7w_embryo2.2_51	stomach	7w	embryo2
stomach_7w_embryo2.2_52	stomach	7w	embryo2
stomach_7w_embryo2.2_53	stomach	7w	embryo2
stomach_7w_embryo2.2_54	stomach	7w	embryo2
stomach_7w_embryo2.2_58	stomach	7w	embryo2
stomach_7w_embryo2.2_59	stomach	7w	embryo2
stomach_7w_embryo2.2_60	stomach	7w	embryo2
stomach_7w_embryo2.2_61	stomach	7w	embryo2
stomach_7w_embryo2.2_65	stomach	7w	embryo2
stomach_7w_embryo2.2_66	stomach	7w	embryo2
stomach_7w_embryo2.2_67	stomach	7w	embryo2
stomach_7w_embryo2.2_69	stomach	7w	embryo2
stomach_7w_embryo2.2_70	stomach	7w	embryo2
stomach_7w_embryo2.2_71	stomach	7w	embryo2
stomach_7w_embryo2.2_72	stomach	7w	embryo2
stomach_7w_embryo2.2_73	stomach	7w	embryo2
stomach_7w_embryo2.2_74	stomach	7w	embryo2
stomach_7w_embryo2.2_75	stomach	7w	embryo2
stomach_7w_embryo2.2_76	stomach	7w	embryo2
stomach_7w_embryo2.2_77	stomach	7w	embryo2
stomach_7w_embryo2.2_78	stomach	7w	embryo2
stomach_7w_embryo2.2_79	stomach	7w	embryo2
stomach_7w_embryo2.2_82	stomach	7w	embryo2
stomach_7w_embryo2.2_84	stomach	7w	embryo2
stomach_7w_embryo2.2_85	stomach	7w	embryo2
stomach_7w_embryo2.2_86	stomach	7w	embryo2
stomach_7w_embryo2.2_87	stomach	7w	embryo2
stomach_7w_embryo2.2_88	stomach	7w	embryo2
stomach_7w_embryo2.2_89	stomach	7w	embryo2
stomach_7w_embryo2.2_90	stomach	7w	embryo2
stomach_7w_embryo2_1	stomach	7w	embryo2
stomach_7w_embryo2_10	stomach	7w	embryo2
stomach_7w_embryo2_14	stomach	7w	embryo2
stomach_7w_embryo2_15	stomach	7w	embryo2
stomach_7w_embryo2_2	stomach	7w	embryo2
stomach_7w_embryo2_20	stomach	7w	embryo2
stomach_7w_embryo2_22	stomach	7w	embryo2
stomach_7w_embryo2_24	stomach	7w	embryo2
stomach_7w_embryo2_25	stomach	7w	embryo2
stomach_7w_embryo2_28	stomach	7w	embryo2
stomach_7w_embryo2_29	stomach	7w	embryo2
stomach_7w_embryo2_3	stomach	7w	embryo2
stomach_7w_embryo2_32	stomach	7w	embryo2
stomach_7w_embryo2_35	stomach	7w	embryo2
stomach_7w_embryo2_36	stomach	7w	embryo2
stomach_7w_embryo2_38	stomach	7w	embryo2
stomach_7w_embryo2_39	stomach	7w	embryo2
stomach_7w_embryo2_4	stomach	7w	embryo2
stomach_7w_embryo2_40	stomach	7w	embryo2
stomach_7w_embryo2_43	stomach	7w	embryo2
stomach_7w_embryo2_45	stomach	7w	embryo2
stomach_7w_embryo2_46	stomach	7w	embryo2
stomach_7w_embryo2_47	stomach	7w	embryo2
stomach_7w_embryo2_48	stomach	7w	embryo2
stomach_7w_embryo2_5	stomach	7w	embryo2
stomach_7w_embryo2_51	stomach	7w	embryo2
stomach_7w_embryo2_52	stomach	7w	embryo2
stomach_7w_embryo2_53	stomach	7w	embryo2
stomach_7w_embryo2_54	stomach	7w	embryo2
stomach_7w_embryo2_55	stomach	7w	embryo2
stomach_7w_embryo2_56	stomach	7w	embryo2
stomach_7w_embryo2_57	stomach	7w	embryo2
stomach_7w_embryo2_6	stomach	7w	embryo2
stomach_7w_embryo2_61	stomach	7w	embryo2
stomach_7w_embryo2_62	stomach	7w	embryo2
stomach_7w_embryo2_64	stomach	7w	embryo2
stomach_7w_embryo2_65	stomach	7w	embryo2
stomach_7w_embryo2_66	stomach	7w	embryo2
stomach_7w_embryo2_68	stomach	7w	embryo2
stomach_7w_embryo2_69	stomach	7w	embryo2
stomach_7w_embryo2_7	stomach	7w	embryo2
stomach_7w_embryo2_70	stomach	7w	embryo2
stomach_7w_embryo2_73	stomach	7w	embryo2
stomach_7w_embryo2_76	stomach	7w	embryo2
stomach_7w_embryo2_79	stomach	7w	embryo2
stomach_7w_embryo2_80	stomach	7w	embryo2
stomach_7w_embryo2_81	stomach	7w	embryo2
stomach_7w_embryo2_83	stomach	7w	embryo2
stomach_7w_embryo2_84	stomach	7w	embryo2
stomach_7w_embryo2_85	stomach	7w	embryo2
stomach_7w_embryo2_87	stomach	7w	embryo2
stomach_7w_embryo2_88	stomach	7w	embryo2
stomach_7w_embryo2_9	stomach	7w	embryo2
stomach_7w_embryo2_90	stomach	7w	embryo2
esophagus_24w_embryo1_39	esophagus	24w	embryo1
esophagus_8w_embryo2_64	esophagus	8w	embryo2
LI_19w_embryo1_46	LI	19w	embryo1
LI_25w_embryo1_25	LI	25w	embryo1
LI_25w_embryo1_32	LI	25w	embryo1
LI_25w_embryo1_37	LI	25w	embryo1
LI_25w_embryo1_38	LI	25w	embryo1
LI_25w_embryo1_47	LI	25w	embryo1
SI_11w_embryo1_44	SI	11w	embryo1
SI_11w_embryo1_48	SI	11w	embryo1
SI_11w_embryo1_50	SI	11w	embryo1
SI_11w_embryo1_51	SI	11w	embryo1
SI_11w_embryo1_53	SI	11w	embryo1
SI_11w_embryo1_54	SI	11w	embryo1
SI_11w_embryo1_60	SI	11w	embryo1
SI_11w_embryo1_62	SI	11w	embryo1
SI_11w_embryo1_63	SI	11w	embryo1
SI_11w_embryo1_67	SI	11w	embryo1
SI_11w_embryo1_71	SI	11w	embryo1
SI_11w_embryo1_75	SI	11w	embryo1
SI_11w_embryo1_77	SI	11w	embryo1
SI_11w_embryo1_79	SI	11w	embryo1
SI_11w_embryo1_80	SI	11w	embryo1
